arrival_date,terminal,vessel_calls,avg_turnaround,avg_dwell,total_teu,delay_count,delay_rate
2020-07-22,Yang Ming,7,92.5,2.3285714285714287,62520,3,0.429
2020-07-23,APM Terminals,4,91.625,2.675,39751,0,0.0
2020-07-23,China Shipping,5,86.4,2.68,56740,1,0.2
2020-07-23,Everport,9,81.88888888888889,2.1888888888888887,82341,1,0.111
2020-07-23,TraPac,3,90.39999999999999,2.3333333333333335,32220,1,0.333
2020-07-23,Yang Ming,2,91.2,2.3,21642,0,0.0
2020-07-24,APM Terminals,4,88.675,3.075,58524,0,0.0
2020-07-24,China Shipping,2,96.55000000000001,2.45,17947,0,0.0
2020-07-24,Everport,6,92.86666666666667,2.3333333333333335,59223,1,0.167
2020-07-24,TraPac,6,91.13333333333333,2.5500000000000003,58201,1,0.167
2020-07-24,Yang Ming,6,87.64999999999999,2.983333333333333,66892,0,0.0
2020-07-25,APM Terminals,7,88.32857142857142,2.1,49157,1,0.143
2020-07-25,China Shipping,5,90.38,2.6,64318,3,0.6
2020-07-25,Everport,2,86.0,2.55,21184,1,0.5
2020-07-25,TraPac,3,83.2,2.3000000000000003,33048,1,0.333
2020-07-25,Yang Ming,8,86.5875,2.025,72098,0,0.0
2020-07-26,APM Terminals,6,94.18333333333334,1.8833333333333335,37965,0,0.0
2020-07-26,Everport,9,84.67777777777778,2.433333333333333,83106,1,0.111
2020-07-26,TraPac,5,98.14,2.32,59507,3,0.6
2020-07-26,Yang Ming,6,89.8,2.2333333333333334,57514,2,0.333
2020-07-27,APM Terminals,5,94.24,2.8,65537,0,0.0
2020-07-27,China Shipping,3,86.60000000000001,1.9000000000000001,14334,1,0.333
2020-07-27,Everport,4,84.15,2.175,43610,2,0.5
2020-07-27,TraPac,5,80.22,2.3600000000000003,50755,0,0.0
2020-07-27,Yang Ming,7,92.38571428571429,2.2,60517,1,0.143
2020-07-28,APM Terminals,6,86.05,2.2666666666666666,62823,0,0.0
2020-07-28,China Shipping,8,97.625,2.35,94646,4,0.5
2020-07-28,Everport,3,80.7,2.8333333333333335,39491,0,0.0
2020-07-28,TraPac,9,91.66666666666667,2.3777777777777778,72975,2,0.222
2020-07-28,Yang Ming,4,84.625,2.2,33203,0,0.0
2020-07-29,APM Terminals,3,80.13333333333334,2.0,27137,1,0.333
2020-07-29,China Shipping,5,74.34,1.9799999999999998,23721,0,0.0
2020-07-29,Everport,6,81.81666666666666,2.1833333333333336,52892,2,0.333
2020-07-29,TraPac,7,92.17142857142858,2.3000000000000003,68954,0,0.0
2020-07-29,Yang Ming,8,85.175,2.575,94985,0,0.0
2020-07-30,APM Terminals,7,91.07142857142857,2.3857142857142857,77702,1,0.143
2020-07-30,China Shipping,5,78.16,2.7199999999999998,65828,0,0.0
2020-07-30,Everport,6,85.03333333333333,1.9833333333333334,39543,0,0.0
2020-07-30,TraPac,4,88.65,2.25,45955,1,0.25
2020-07-30,Yang Ming,5,87.74,2.12,38046,2,0.4
2020-07-31,APM Terminals,2,96.95,2.4,12507,0,0.0
2020-07-31,China Shipping,2,90.35,2.45,21597,0,0.0
2020-07-31,Everport,8,84.7625,2.5125,80273,0,0.0
2020-07-31,TraPac,5,78.7,2.4,46766,1,0.2
2020-07-31,Yang Ming,5,105.02000000000001,2.18,46190,0,0.0
2020-08-01,APM Terminals,8,118.8875,2.25,63352,4,0.5
2020-08-01,China Shipping,8,113.775,2.2125,61851,2,0.25
2020-08-01,Everport,6,115.13333333333333,2.0833333333333335,34314,2,0.333
2020-08-01,TraPac,5,118.25999999999999,2.1,37237,2,0.4
2020-08-01,Yang Ming,5,116.96,2.88,63581,0,0.0
2020-08-02,APM Terminals,6,126.18333333333334,2.2833333333333337,56140,2,0.333
2020-08-02,China Shipping,4,125.45,2.45,55130,0,0.0
2020-08-02,Everport,8,109.16250000000001,2.5375,93453,1,0.125
2020-08-02,TraPac,4,123.69999999999999,2.625,41905,1,0.25
2020-08-02,Yang Ming,6,106.64999999999999,1.95,38460,2,0.333
2020-08-03,APM Terminals,9,111.25555555555555,2.2555555555555555,74342,2,0.222
2020-08-03,China Shipping,8,127.6625,2.5125,81133,2,0.25
2020-08-03,Everport,3,144.33333333333334,2.6666666666666665,39912,0,0.0
2020-08-03,TraPac,2,120.94999999999999,2.3,19608,1,0.5
2020-08-03,Yang Ming,5,110.84,2.02,38360,2,0.4
2020-08-04,APM Terminals,7,120.34285714285714,2.3000000000000003,66035,0,0.0
2020-08-04,China Shipping,4,118.0,1.9749999999999999,23299,0,0.0
2020-08-04,Everport,1,128.3,1.5,6452,0,0.0
2020-08-04,TraPac,4,109.25,2.175,29100,0,0.0
2020-08-04,Yang Ming,4,111.4,2.85,43511,0,0.0
2020-08-05,APM Terminals,4,141.15,2.35,39018,1,0.25
2020-08-05,China Shipping,7,119.24285714285715,1.9428571428571428,46640,3,0.429
2020-08-05,Everport,6,110.26666666666667,2.3333333333333335,57828,0,0.0
2020-08-05,TraPac,6,108.16666666666667,2.0,44630,3,0.5
2020-08-05,Yang Ming,4,122.4,2.0749999999999997,34537,0,0.0
2020-08-06,APM Terminals,5,112.7,2.5,47227,0,0.0
2020-08-06,China Shipping,5,110.86000000000001,2.98,67615,1,0.2
2020-08-06,Everport,4,125.225,2.425,48457,1,0.25
2020-08-06,TraPac,3,107.13333333333333,1.7,28732,0,0.0
2020-08-06,Yang Ming,6,112.56666666666666,2.4499999999999997,67713,2,0.333
2020-08-07,APM Terminals,4,104.475,2.7,43123,1,0.25
2020-08-07,China Shipping,5,114.8,2.7,50291,1,0.2
2020-08-07,Everport,4,114.575,2.75,55134,1,0.25
2020-08-07,TraPac,5,121.4,2.5,42432,1,0.2
2020-08-07,Yang Ming,5,113.2,2.34,44642,1,0.2
2020-08-08,APM Terminals,5,125.08000000000001,2.3,49930,3,0.6
2020-08-08,China Shipping,3,121.33333333333333,1.5999999999999999,17960,1,0.333
2020-08-08,Everport,6,108.21666666666665,2.8333333333333335,76101,2,0.333
2020-08-08,TraPac,5,117.14000000000001,2.6399999999999997,54987,2,0.4
2020-08-08,Yang Ming,6,109.73333333333333,2.3000000000000003,51765,0,0.0
2020-08-09,APM Terminals,2,119.7,2.3,18137,0,0.0
2020-08-09,China Shipping,7,118.05714285714285,2.3000000000000003,65135,2,0.286
2020-08-09,Everport,6,117.60000000000001,2.1333333333333333,62782,1,0.167
2020-08-09,TraPac,5,120.7,2.32,46219,2,0.4
2020-08-09,Yang Ming,6,108.58333333333333,2.3666666666666667,65619,2,0.333
2020-08-10,APM Terminals,7,108.17142857142858,2.357142857142857,56873,2,0.286
2020-08-10,China Shipping,7,119.04285714285713,2.557142857142857,70477,0,0.0
2020-08-10,Everport,4,114.725,1.85,31616,1,0.25
2020-08-10,TraPac,6,116.25,1.8499999999999999,37116,1,0.167
2020-08-10,Yang Ming,10,112.88,1.9300000000000002,61418,3,0.3
2020-08-11,APM Terminals,7,117.24285714285715,2.1142857142857143,72398,0,0.0
2020-08-11,China Shipping,4,131.2,2.625,45378,0,0.0
2020-08-11,Everport,3,123.60000000000001,2.733333333333333,41868,0,0.0
2020-08-11,TraPac,4,117.85,2.15,34276,1,0.25
2020-08-11,Yang Ming,7,111.2,2.557142857142857,81605,1,0.143
2020-08-12,APM Terminals,9,120.88888888888889,2.3555555555555556,81093,3,0.333
2020-08-12,China Shipping,8,123.6875,2.25,79218,0,0.0
2020-08-12,Everport,5,118.5,2.06,46741,0,0.0
2020-08-12,TraPac,4,113.35,2.4,39398,0,0.0
2020-08-12,Yang Ming,3,110.53333333333335,2.8666666666666667,38002,0,0.0
2020-08-13,APM Terminals,10,121.60999999999999,2.12,79294,1,0.1
2020-08-13,China Shipping,6,112.83333333333333,2.1,52012,3,0.5
2020-08-13,Everport,11,119.87272727272726,2.1999999999999997,105957,2,0.182
2020-08-13,TraPac,2,117.0,2.05,13578,1,0.5
2020-08-13,Yang Ming,5,117.17999999999999,2.62,51233,3,0.6
2020-08-14,APM Terminals,7,118.72857142857143,2.3428571428571425,65685,4,0.571
2020-08-14,China Shipping,4,104.075,2.175,35424,1,0.25
2020-08-14,Everport,4,112.95,2.675,49084,2,0.5
2020-08-14,TraPac,5,116.6,2.5,60992,0,0.0
2020-08-14,Yang Ming,9,120.91111111111111,2.1555555555555554,75294,4,0.444
2020-08-15,APM Terminals,8,124.0375,2.75,102662,1,0.125
2020-08-15,China Shipping,6,128.29999999999998,2.783333333333333,73979,1,0.167
2020-08-15,Everport,10,123.52000000000001,2.52,122822,1,0.1
2020-08-15,TraPac,2,114.75,1.95,7399,1,0.5
2020-08-15,Yang Ming,4,107.27499999999999,2.575,43530,0,0.0
2020-08-16,APM Terminals,10,108.35999999999999,2.1399999999999997,81294,3,0.3
2020-08-16,China Shipping,5,126.44000000000001,2.8,65105,0,0.0
2020-08-16,Everport,4,131.325,2.65,52853,2,0.5
2020-08-16,TraPac,11,119.5909090909091,2.0545454545454547,77321,1,0.091
2020-08-16,Yang Ming,2,99.95,2.4,16717,0,0.0
2020-08-17,APM Terminals,8,115.85,2.15,76857,0,0.0
2020-08-17,China Shipping,9,120.54444444444445,2.433333333333333,93356,0,0.0
2020-08-17,Everport,4,123.95,1.9,31121,0,0.0
2020-08-17,TraPac,8,116.4375,2.4875,77615,1,0.125
2020-08-17,Yang Ming,6,117.80000000000001,2.0833333333333335,48345,0,0.0
2020-08-18,APM Terminals,5,123.3,2.2399999999999998,53820,0,0.0
2020-08-18,China Shipping,5,114.88,1.9,38698,1,0.2
2020-08-18,Everport,13,128.17692307692306,2.338461538461538,117011,3,0.231
2020-08-18,TraPac,7,110.84285714285714,2.442857142857143,61157,2,0.286
2020-08-18,Yang Ming,7,123.12857142857142,2.0428571428571427,61789,0,0.0
2020-08-19,APM Terminals,7,119.07142857142857,1.8857142857142857,29926,3,0.429
2020-08-19,China Shipping,9,109.52222222222223,2.3555555555555556,88266,3,0.333
2020-08-19,Everport,10,116.67,2.2,92779,0,0.0
2020-08-19,TraPac,9,123.82222222222224,2.4444444444444446,97150,1,0.111
2020-08-19,Yang Ming,1,104.8,1.6,6860,1,1.0
2020-08-20,APM Terminals,7,114.24285714285715,2.0714285714285716,65487,1,0.143
2020-08-20,China Shipping,5,117.6,2.66,55949,2,0.4
2020-08-20,Everport,7,113.37142857142858,2.4857142857142853,81523,0,0.0
2020-08-20,TraPac,10,114.77000000000001,2.65,151210,2,0.2
2020-08-20,Yang Ming,5,107.0,2.6799999999999997,58227,0,0.0
2020-08-21,APM Terminals,12,119.61666666666667,2.3249999999999997,106869,4,0.333
2020-08-21,China Shipping,4,122.05,2.6,40943,1,0.25
2020-08-21,Everport,7,112.28571428571429,2.157142857142857,50332,0,0.0
2020-08-21,TraPac,3,122.43333333333334,3.3333333333333335,50741,0,0.0
2020-08-21,Yang Ming,2,109.1,3.0,22045,0,0.0
2020-08-22,APM Terminals,5,109.38,1.9,32235,0,0.0
2020-08-22,China Shipping,4,127.725,2.575,45276,1,0.25
2020-08-22,Everport,8,120.42500000000001,2.2875,94935,4,0.5
2020-08-22,TraPac,5,118.64000000000001,1.8800000000000001,36040,2,0.4
2020-08-22,Yang Ming,5,110.67999999999999,2.42,46285,1,0.2
2020-08-23,APM Terminals,3,120.89999999999999,2.6333333333333333,37766,0,0.0
2020-08-23,China Shipping,2,108.19999999999999,2.35,8211,0,0.0
2020-08-23,Everport,5,125.6,2.32,51415,0,0.0
2020-08-23,TraPac,9,121.80000000000001,2.322222222222222,88643,2,0.222
2020-08-23,Yang Ming,3,120.39999999999999,2.3000000000000003,28420,0,0.0
2020-08-24,APM Terminals,9,117.67777777777776,2.3111111111111113,86997,0,0.0
2020-08-24,China Shipping,5,110.82000000000001,2.1599999999999997,42618,0,0.0
2020-08-24,TraPac,7,126.7,2.2857142857142856,62889,2,0.286
2020-08-24,Yang Ming,5,109.08,1.98,47251,1,0.2
2020-08-25,APM Terminals,5,103.96,2.0200000000000005,39904,2,0.4
2020-08-25,China Shipping,9,109.83333333333333,2.5,96824,1,0.111
2020-08-25,Everport,6,130.4,2.716666666666667,67247,2,0.333
2020-08-25,TraPac,9,118.02222222222223,2.888888888888889,116689,0,0.0
2020-08-25,Yang Ming,4,126.95,2.2,32417,0,0.0
2020-08-26,APM Terminals,5,111.9,1.5,23471,1,0.2
2020-08-26,China Shipping,6,106.33333333333333,2.733333333333333,66957,2,0.333
2020-08-26,Everport,9,118.60000000000001,2.2666666666666666,96997,1,0.111
2020-08-26,TraPac,3,115.5,2.5,30914,1,0.333
2020-08-26,Yang Ming,5,118.22,2.7600000000000002,69056,0,0.0
2020-08-27,APM Terminals,8,123.3375,2.9375,111407,2,0.25
2020-08-27,China Shipping,6,123.51666666666667,2.466666666666667,61771,1,0.167
2020-08-27,Everport,5,121.54,2.52,54079,2,0.4
2020-08-27,TraPac,3,96.16666666666667,2.3000000000000003,22857,1,0.333
2020-08-27,Yang Ming,12,115.5,2.1083333333333334,100870,2,0.167
2020-08-28,APM Terminals,8,116.05,2.375,84074,3,0.375
2020-08-28,China Shipping,7,119.47142857142856,3.0,103322,1,0.143
2020-08-28,Everport,7,114.72857142857143,2.1,42531,1,0.143
2020-08-28,TraPac,8,112.725,2.75,84099,3,0.375
2020-08-28,Yang Ming,5,118.94000000000001,1.9799999999999998,36903,0,0.0
2020-08-29,APM Terminals,10,115.35999999999999,2.84,121890,2,0.2
2020-08-29,China Shipping,4,120.625,2.1,32256,0,0.0
2020-08-29,Everport,8,120.51249999999999,2.35,83770,1,0.125
2020-08-29,TraPac,8,110.4125,2.5125,73147,2,0.25
2020-08-29,Yang Ming,2,117.1,1.9000000000000001,12831,0,0.0
2020-08-30,APM Terminals,6,120.83333333333333,2.0833333333333335,50764,0,0.0
2020-08-30,China Shipping,6,123.25,2.2833333333333337,44152,1,0.167
2020-08-30,Everport,3,123.53333333333335,1.9000000000000001,13236,0,0.0
2020-08-30,TraPac,5,117.66,2.42,42879,0,0.0
2020-08-30,Yang Ming,7,104.25714285714285,2.085714285714286,57539,0,0.0
2020-08-31,APM Terminals,4,119.175,1.9249999999999998,32275,2,0.5
2020-08-31,China Shipping,5,114.0,2.3,43033,0,0.0
2020-08-31,Everport,1,129.6,2.8,10228,0,0.0
2020-08-31,TraPac,9,114.63333333333334,2.388888888888889,69585,1,0.111
2020-08-31,Yang Ming,8,115.725,2.15,76719,2,0.25
2020-09-01,APM Terminals,10,113.92999999999999,1.7899999999999998,78612,1,0.1
2020-09-01,China Shipping,5,107.1,1.8800000000000001,40812,1,0.2
2020-09-01,Everport,6,121.03333333333335,2.066666666666667,56821,0,0.0
2020-09-01,TraPac,9,117.44444444444444,2.3666666666666667,103709,2,0.222
2020-09-01,Yang Ming,6,112.5,1.75,50744,0,0.0
2020-09-02,APM Terminals,2,112.0,1.8,12769,0,0.0
2020-09-02,China Shipping,6,119.81666666666666,1.7166666666666668,53569,0,0.0
2020-09-02,Everport,3,95.06666666666666,1.7666666666666666,24063,0,0.0
2020-09-02,TraPac,8,114.5625,2.125,81023,0,0.0
2020-09-02,Yang Ming,8,122.475,2.1375,77893,2,0.25
2020-09-03,APM Terminals,11,111.05454545454545,2.1454545454545455,102526,3,0.273
2020-09-03,China Shipping,4,124.1,1.9000000000000001,37926,2,0.5
2020-09-03,Everport,4,125.825,1.95,29476,1,0.25
2020-09-03,TraPac,5,107.28,2.4,57684,1,0.2
2020-09-03,Yang Ming,3,110.96666666666665,1.4000000000000001,16456,0,0.0
2020-09-04,APM Terminals,7,119.85714285714286,2.3285714285714287,84152,1,0.143
2020-09-04,China Shipping,8,116.15,2.2,93078,4,0.5
2020-09-04,Everport,6,116.93333333333334,2.3333333333333335,75719,3,0.5
2020-09-04,TraPac,1,87.1,1.7,2138,0,0.0
2020-09-04,Yang Ming,8,125.875,2.2625,87273,3,0.375
2020-09-05,APM Terminals,7,113.94285714285715,2.157142857142857,65329,2,0.286
2020-09-05,China Shipping,5,105.32000000000001,2.18,54727,1,0.2
2020-09-05,Everport,8,123.5125,1.6375000000000002,50937,1,0.125
2020-09-05,TraPac,9,114.84444444444446,2.0999999999999996,78762,0,0.0
2020-09-05,Yang Ming,4,110.575,2.0250000000000004,36006,0,0.0
2020-09-06,APM Terminals,6,107.45,2.1,53010,0,0.0
2020-09-06,China Shipping,5,120.73999999999998,2.7,69924,0,0.0
2020-09-06,Everport,5,111.9,2.4,54105,1,0.2
2020-09-06,TraPac,7,123.04285714285713,2.3285714285714287,57659,0,0.0
2020-09-06,Yang Ming,4,131.475,2.225,48331,2,0.5
2020-09-07,APM Terminals,4,101.75,2.175,43806,0,0.0
2020-09-07,China Shipping,10,122.74000000000001,2.25,105774,2,0.2
2020-09-07,Everport,9,121.39999999999999,2.3555555555555556,102135,4,0.444
2020-09-07,TraPac,5,116.28000000000002,1.92,48478,0,0.0
2020-09-07,Yang Ming,9,118.01111111111112,2.611111111111111,125882,2,0.222
2020-09-08,APM Terminals,6,113.18333333333334,1.8,43963,2,0.333
2020-09-08,China Shipping,8,116.1125,2.4375,92286,3,0.375
2020-09-08,Everport,7,111.54285714285713,1.6714285714285713,42583,3,0.429
2020-09-08,TraPac,3,118.13333333333333,1.9333333333333333,24830,1,0.333
2020-09-08,Yang Ming,5,119.9,1.6800000000000002,40931,1,0.2
2020-09-09,APM Terminals,7,121.31428571428572,2.142857142857143,61676,1,0.143
2020-09-09,China Shipping,9,122.13333333333334,2.1222222222222222,74816,0,0.0
2020-09-09,Everport,5,125.75999999999999,1.98,54455,2,0.4
2020-09-09,TraPac,5,116.28,1.64,35074,1,0.2
2020-09-09,Yang Ming,5,112.78,2.88,76743,0,0.0
2020-09-10,APM Terminals,8,128.1125,2.3625,81990,1,0.125
2020-09-10,China Shipping,5,111.97999999999999,1.94,41363,1,0.2
2020-09-10,Everport,7,118.57142857142857,2.0285714285714285,51776,1,0.143
2020-09-10,TraPac,3,131.43333333333334,2.566666666666667,34636,0,0.0
2020-09-10,Yang Ming,7,122.74285714285715,1.8142857142857145,65210,3,0.429
2020-09-11,APM Terminals,6,117.28333333333335,1.6166666666666665,25335,3,0.5
2020-09-11,China Shipping,7,109.75714285714285,1.9285714285714286,68681,0,0.0
2020-09-11,Everport,6,117.73333333333333,2.5,82535,0,0.0
2020-09-11,TraPac,4,122.275,2.025,40290,1,0.25
2020-09-11,Yang Ming,2,114.8,2.25,13038,0,0.0
2020-09-12,APM Terminals,5,107.44000000000001,2.42,63793,0,0.0
2020-09-12,China Shipping,4,110.7,1.55,25575,0,0.0
2020-09-12,Everport,5,111.05999999999999,2.04,54616,1,0.2
2020-09-12,TraPac,7,118.98571428571428,2.3285714285714287,81499,1,0.143
2020-09-12,Yang Ming,5,124.9,2.1,52203,1,0.2
2020-09-13,APM Terminals,8,116.83749999999999,2.1,65765,0,0.0
2020-09-13,China Shipping,1,146.5,2.8,16489,0,0.0
2020-09-13,Everport,4,120.8,2.65,56487,1,0.25
2020-09-13,TraPac,5,112.67999999999999,2.32,50600,1,0.2
2020-09-13,Yang Ming,7,112.31428571428572,2.2,85553,3,0.429
2020-09-14,APM Terminals,6,108.36666666666667,2.0,46171,0,0.0
2020-09-14,China Shipping,5,116.75999999999999,2.1399999999999997,59944,2,0.4
2020-09-14,Everport,4,108.85,2.575,50089,0,0.0
2020-09-14,TraPac,8,125.0625,2.1375,77042,0,0.0
2020-09-14,Yang Ming,6,124.95,1.8833333333333335,51373,3,0.5
2020-09-15,APM Terminals,4,125.425,2.325,53106,0,0.0
2020-09-15,China Shipping,8,120.3,2.1625,81723,1,0.125
2020-09-15,Everport,5,117.16,2.2199999999999998,49988,4,0.8
2020-09-15,TraPac,9,116.33333333333333,2.088888888888889,73463,1,0.111
2020-09-15,Yang Ming,7,111.47142857142856,2.085714285714286,72730,0,0.0
2020-09-16,APM Terminals,6,114.51666666666667,1.8166666666666667,50103,2,0.333
2020-09-16,China Shipping,6,109.78333333333335,2.533333333333333,87610,0,0.0
2020-09-16,Everport,4,121.69999999999999,2.325,44469,1,0.25
2020-09-16,TraPac,5,117.32000000000001,2.56,59610,1,0.2
2020-09-16,Yang Ming,8,114.5375,2.1,84761,1,0.125
2020-09-17,APM Terminals,6,112.98333333333333,2.033333333333333,55090,2,0.333
2020-09-17,China Shipping,7,118.34285714285714,1.9000000000000001,66718,1,0.143
2020-09-17,Everport,7,115.28571428571429,2.157142857142857,59505,1,0.143
2020-09-17,TraPac,6,113.60000000000001,1.366666666666667,23113,1,0.167
2020-09-17,Yang Ming,4,106.75,2.6,60924,2,0.5
2020-09-18,APM Terminals,5,125.05999999999999,2.06,56722,0,0.0
2020-09-18,China Shipping,6,112.05,1.9000000000000001,44475,2,0.333
2020-09-18,Everport,2,125.6,1.85,24322,0,0.0
2020-09-18,TraPac,4,124.45,2.175,37238,1,0.25
2020-09-18,Yang Ming,6,112.11666666666667,2.3333333333333335,79757,2,0.333
2020-09-19,APM Terminals,7,117.77142857142857,2.1285714285714286,72227,1,0.143
2020-09-19,Everport,9,110.72222222222223,2.4444444444444446,99993,0,0.0
2020-09-19,TraPac,7,119.08571428571429,1.7571428571428573,56026,3,0.429
2020-09-19,Yang Ming,11,114.56363636363636,2.1363636363636362,108793,1,0.091
2020-09-20,APM Terminals,7,112.11428571428571,2.1714285714285713,63312,1,0.143
2020-09-20,China Shipping,8,115.375,1.9375,61450,2,0.25
2020-09-20,Everport,5,110.0,2.04,37297,2,0.4
2020-09-20,TraPac,9,121.53333333333333,2.211111111111111,88510,2,0.222
2020-09-20,Yang Ming,5,129.3,2.06,30357,0,0.0
2020-09-21,APM Terminals,9,116.67777777777776,2.1555555555555554,91554,2,0.222
2020-09-21,China Shipping,4,123.775,2.375,35807,1,0.25
2020-09-21,Everport,5,125.3,1.4,23078,0,0.0
2020-09-21,TraPac,13,117.24615384615385,2.1384615384615384,134198,5,0.385
2020-09-21,Yang Ming,11,112.58181818181819,2.1818181818181817,120090,1,0.091
2020-09-22,APM Terminals,5,121.75999999999999,2.2600000000000002,60940,1,0.2
2020-09-22,China Shipping,2,118.19999999999999,1.3,11952,1,0.5
2020-09-22,Everport,10,107.57000000000001,2.3,130139,4,0.4
2020-09-22,TraPac,6,113.23333333333333,2.0166666666666666,57329,1,0.167
2020-09-22,Yang Ming,9,115.17777777777776,2.4000000000000004,87202,1,0.111
2020-09-23,APM Terminals,4,136.125,2.225,42914,1,0.25
2020-09-23,China Shipping,3,122.66666666666667,1.2,15553,2,0.667
2020-09-23,Everport,4,112.07499999999999,1.85,33439,1,0.25
2020-09-23,TraPac,4,123.975,2.45,49193,0,0.0
2020-09-23,Yang Ming,5,108.46,2.5,54778,2,0.4
2020-09-24,APM Terminals,6,112.73333333333333,1.7166666666666668,49004,2,0.333
2020-09-24,China Shipping,8,123.975,2.5,95369,0,0.0
2020-09-24,Everport,5,116.58,2.08,57003,2,0.4
2020-09-24,TraPac,8,109.1125,1.9249999999999998,71283,3,0.375
2020-09-24,Yang Ming,9,118.10000000000001,1.9555555555555557,85256,2,0.222
2020-09-25,APM Terminals,7,117.04285714285713,1.9285714285714286,61511,2,0.286
2020-09-25,China Shipping,8,108.275,1.9375,76334,3,0.375
2020-09-25,Everport,6,123.0,2.1166666666666667,63406,3,0.5
2020-09-25,TraPac,8,120.3875,2.175,74994,0,0.0
2020-09-25,Yang Ming,2,128.2,1.75,17579,0,0.0
2020-09-26,APM Terminals,4,108.25,2.85,55368,1,0.25
2020-09-26,China Shipping,7,117.34285714285714,2.042857142857143,71309,2,0.286
2020-09-26,Everport,12,115.09166666666665,2.3666666666666667,141313,2,0.167
2020-09-26,TraPac,4,120.325,1.6,21354,1,0.25
2020-09-26,Yang Ming,4,106.125,2.35,24246,0,0.0
2020-09-27,APM Terminals,3,123.33333333333333,1.9333333333333333,24650,0,0.0
2020-09-27,China Shipping,3,125.66666666666667,1.3,4003,0,0.0
2020-09-27,Everport,9,121.08888888888889,2.1888888888888887,75488,1,0.111
2020-09-27,TraPac,5,121.72,2.8600000000000003,62984,1,0.2
2020-09-27,Yang Ming,7,106.88571428571429,2.1285714285714286,73630,2,0.286
2020-09-28,APM Terminals,3,108.3,1.8666666666666665,29288,1,0.333
2020-09-28,China Shipping,3,96.13333333333333,1.9000000000000001,22801,1,0.333
2020-09-28,Everport,7,112.77142857142857,2.1714285714285713,78027,2,0.286
2020-09-28,TraPac,9,116.89999999999999,2.466666666666667,99863,1,0.111
2020-09-28,Yang Ming,5,126.22,2.1399999999999997,43293,1,0.2
2020-09-29,APM Terminals,4,117.475,2.425,59485,4,1.0
2020-09-29,China Shipping,5,127.32000000000001,2.02,48247,2,0.4
2020-09-29,Everport,4,116.17500000000001,2.225,35323,2,0.5
2020-09-29,TraPac,4,100.55,1.5999999999999999,20998,1,0.25
2020-09-29,Yang Ming,6,116.61666666666667,2.0,62075,2,0.333
2020-09-30,APM Terminals,7,114.64285714285714,2.1857142857142855,72449,2,0.286
2020-09-30,China Shipping,7,113.89999999999999,2.3857142857142857,87361,0,0.0
2020-09-30,Everport,10,124.3,1.7899999999999998,75966,2,0.2
2020-09-30,TraPac,5,114.4,2.38,54466,1,0.2
2020-09-30,Yang Ming,6,102.63333333333333,2.4,82428,0,0.0
2020-10-01,APM Terminals,5,112.24000000000001,2.3600000000000003,45579,2,0.4
2020-10-01,China Shipping,5,113.4,2.88,63256,2,0.4
2020-10-01,Everport,5,115.67999999999999,2.2800000000000002,56154,3,0.6
2020-10-01,TraPac,5,125.67999999999999,2.06,43644,1,0.2
2020-10-01,Yang Ming,3,104.2,1.4000000000000001,14969,0,0.0
2020-10-02,APM Terminals,6,110.7,2.0500000000000003,67962,3,0.5
2020-10-02,China Shipping,5,109.88,1.78,46239,1,0.2
2020-10-02,Everport,4,123.375,1.725,28002,0,0.0
2020-10-02,TraPac,4,103.9,1.925,41017,0,0.0
2020-10-02,Yang Ming,3,122.13333333333333,1.4666666666666668,6612,0,0.0
2020-10-03,APM Terminals,3,101.10000000000001,1.8666666666666665,13657,1,0.333
2020-10-03,China Shipping,3,107.5,2.533333333333333,38021,0,0.0
2020-10-03,Everport,10,113.47999999999999,2.2399999999999998,98151,3,0.3
2020-10-03,TraPac,5,121.1,2.38,54512,0,0.0
2020-10-03,Yang Ming,5,122.52000000000001,2.38,43230,1,0.2
2020-10-04,APM Terminals,3,123.53333333333335,2.733333333333333,41465,0,0.0
2020-10-04,China Shipping,2,131.95,2.05,16758,0,0.0
2020-10-04,Everport,4,118.475,1.475,21664,0,0.0
2020-10-04,TraPac,4,98.65,1.7750000000000001,35834,2,0.5
2020-10-04,Yang Ming,5,119.96,2.2,58412,3,0.6
2020-10-05,APM Terminals,9,124.17777777777776,1.8777777777777775,80005,1,0.111
2020-10-05,China Shipping,2,113.95,1.4,17063,0,0.0
2020-10-05,Everport,3,130.36666666666667,2.5666666666666664,48254,0,0.0
2020-10-05,TraPac,6,118.26666666666667,2.1333333333333333,47034,0,0.0
2020-10-05,Yang Ming,4,118.35,1.95,27848,1,0.25
2020-10-06,APM Terminals,6,123.55,1.8166666666666667,43432,2,0.333
2020-10-06,China Shipping,6,121.66666666666667,2.4833333333333334,66372,1,0.167
2020-10-06,Everport,5,121.75999999999999,1.92,33350,1,0.2
2020-10-06,TraPac,6,107.51666666666667,2.1166666666666667,60168,1,0.167
2020-10-06,Yang Ming,5,111.08,2.2,44577,1,0.2
2020-10-07,APM Terminals,5,123.34,2.2,55007,0,0.0
2020-10-07,China Shipping,11,112.77272727272727,2.309090909090909,136339,0,0.0
2020-10-07,Everport,7,104.92857142857143,2.2142857142857144,64926,0,0.0
2020-10-07,TraPac,5,116.2,2.1399999999999997,59138,1,0.2
2020-10-07,Yang Ming,4,116.17500000000001,2.025,27916,0,0.0
2020-10-08,APM Terminals,7,108.92857142857143,1.885714285714286,65699,0,0.0
